hcp_id,rep_id,call_date,call_type,duration_min
HCP0289,REP035,2025-08-04,Virtual,14
HCP0289,REP035,2025-08-18,In-person,15
HCP0289,REP035,2025-09-29,In-person,15
HCP0289,REP035,2025-10-06,In-person,27
HCP0289,REP035,2025-10-20,In-person,29
HCP0289,REP035,2025-11-24,In-person,20
HCP0289,REP035,2025-12-08,In-person,29
HCP0289,REP035,2025-12-22,In-person,25
HCP0290,REP019,2025-01-06,In-person,25
HCP0290,REP019,2025-01-13,In-person,19
HCP0290,REP019,2025-03-03,Virtual,23
HCP0290,REP019,2025-04-21,Virtual,14
HCP0290,REP019,2025-05-12,In-person,19
HCP0290,REP019,2025-06-02,In-person,17
HCP0290,REP019,2025-06-09,In-person,27
HCP0290,REP019,2025-07-14,In-person,16
HCP0290,REP019,2025-07-28,Virtual,12
HCP0290,REP019,2025-08-18,In-person,18
HCP0290,REP019,2025-08-25,In-person,17
HCP0290,REP019,2025-10-13,In-person,27
HCP0290,REP019,2025-10-20,Speaker Program,26
HCP0290,REP019,2025-10-27,In-person,27
HCP0290,REP019,2025-11-10,Virtual,14
HCP0290,REP019,2025-11-24,Speaker Program,8
HCP0290,REP019,2025-12-01,Virtual,13
HCP0290,REP019,2025-12-15,In-person,24
HCP0290,REP019,2025-12-22,Speaker Program,23
HCP0291,REP000,2025-02-10,In-person,17
HCP0291,REP000,2025-02-17,In-person,21
HCP0291,REP000,2025-02-24,Speaker Program,24
HCP0291,REP000,2025-05-26,In-person,21
HCP0291,REP000,2025-06-23,Virtual,16
HCP0291,REP000,2025-07-21,In-person,22
HCP0291,REP000,2025-10-20,In-person,12
HCP0291,REP000,2025-10-27,Virtual,20
HCP0291,REP000,2025-12-29,In-person,22
HCP0292,REP020,2025-01-06,Virtual,16
HCP0292,REP020,2025-02-10,In-person,21
HCP0292,REP020,2025-03-03,In-person,19
HCP0292,REP020,2025-03-24,Virtual,25
HCP0292,REP020,2025-03-31,Virtual,14
HCP0292,REP020,2025-04-07,In-person,12
HCP0292,REP020,2025-05-12,Virtual,25
HCP0292,REP020,2025-06-02,Virtual,11
HCP0292,REP020,2025-06-16,In-person,12
HCP0292,REP020,2025-07-07,Virtual,19
HCP0292,REP020,2025-07-21,In-person,27
HCP0292,REP020,2025-08-11,Virtual,26
HCP0292,REP020,2025-08-18,In-person,17
HCP0292,REP020,2025-08-25,In-person,12
HCP0292,REP020,2025-09-08,In-person,23
HCP0292,REP020,2025-09-15,In-person,22
HCP0292,REP020,2025-09-29,Speaker Program,16
HCP0292,REP020,2025-10-06,In-person,23
HCP0292,REP020,2025-11-10,In-person,15
HCP0292,REP020,2025-11-17,In-person,28
HCP0293,REP032,2025-01-13,In-person,27
HCP0293,REP032,2025-01-27,In-person,24
HCP0293,REP032,2025-02-10,Speaker Program,27
HCP0293,REP032,2025-07-21,In-person,24
HCP0293,REP032,2025-08-04,Virtual,25
HCP0293,REP032,2025-09-08,Virtual,20
HCP0293,REP032,2025-12-15,In-person,10
HCP0294,REP010,2025-02-03,In-person,28
HCP0294,REP010,2025-02-24,In-person,8
HCP0294,REP010,2025-03-31,Virtual,18
HCP0294,REP010,2025-04-28,In-person,18
HCP0294,REP010,2025-05-12,In-person,10
HCP0294,REP010,2025-06-02,In-person,15
HCP0294,REP010,2025-06-23,In-person,22
HCP0294,REP010,2025-08-18,In-person,19
HCP0294,REP010,2025-09-01,In-person,18
HCP0294,REP010,2025-09-15,In-person,22
HCP0294,REP010,2025-09-22,In-person,17
HCP0294,REP010,2025-10-06,In-person,14
HCP0294,REP010,2025-10-13,Virtual,8
HCP0294,REP010,2025-11-17,In-person,11
HCP0294,REP010,2025-12-22,Virtual,8
HCP0295,REP019,2025-02-03,In-person,10
HCP0295,REP019,2025-02-24,In-person,14
HCP0295,REP019,2025-03-10,Virtual,20
HCP0295,REP019,2025-03-17,In-person,8
HCP0295,REP019,2025-03-31,Virtual,19
HCP0295,REP019,2025-04-21,In-person,26
HCP0295,REP019,2025-05-26,In-person,24
HCP0295,REP019,2025-07-14,In-person,23
HCP0295,REP019,2025-08-11,In-person,27
HCP0295,REP019,2025-09-15,Virtual,8
HCP0295,REP019,2025-10-20,Virtual,17
HCP0295,REP019,2025-11-17,Speaker Program,9
HCP0296,REP026,2025-01-06,In-person,19
HCP0296,REP026,2025-01-27,In-person,9
HCP0296,REP026,2025-03-03,Virtual,22
HCP0296,REP026,2025-03-31,In-person,10
HCP0296,REP026,2025-04-07,Virtual,22
HCP0296,REP026,2025-06-23,In-person,26
HCP0296,REP026,2025-07-07,Virtual,13
HCP0296,REP026,2025-07-28,In-person,12
HCP0296,REP026,2025-08-11,In-person,25
HCP0296,REP026,2025-08-18,In-person,21
HCP0296,REP026,2025-08-25,Virtual,22
HCP0296,REP026,2025-09-08,In-person,18
HCP0296,REP026,2025-10-20,In-person,21
HCP0296,REP026,2025-10-27,In-person,14
HCP0296,REP026,2025-11-10,In-person,10
HCP0296,REP026,2025-12-22,In-person,19
HCP0297,REP028,2025-02-03,In-person,9
HCP0297,REP028,2025-02-24,In-person,17
HCP0297,REP028,2025-03-10,In-person,23
HCP0297,REP028,2025-04-07,In-person,18
HCP0297,REP028,2025-04-14,Virtual,8
HCP0297,REP028,2025-04-28,In-person,15
HCP0297,REP028,2025-05-26,In-person,12
HCP0297,REP028,2025-06-02,In-person,10
HCP0297,REP028,2025-06-30,In-person,16
HCP0297,REP028,2025-07-21,Speaker Program,8
HCP0297,REP028,2025-07-28,Virtual,15
HCP0297,REP028,2025-08-11,Virtual,24
HCP0297,REP028,2025-08-25,In-person,16
HCP0297,REP028,2025-09-01,Virtual,13
HCP0297,REP028,2025-10-20,In-person,24
HCP0297,REP028,2025-11-03,In-person,28
HCP0297,REP028,2025-11-10,Virtual,16
HCP0297,REP028,2025-12-01,In-person,8
HCP0297,REP028,2025-12-15,In-person,15
HCP0297,REP028,2025-12-29,Virtual,22
HCP0298,REP032,2025-01-06,Virtual,18
HCP0298,REP032,2025-01-13,In-person,11
HCP0298,REP032,2025-01-20,In-person,25
HCP0298,REP032,2025-04-21,Virtual,24
HCP0298,REP032,2025-06-09,In-person,19
HCP0298,REP032,2025-06-30,In-person,12
HCP0298,REP032,2025-07-07,Virtual,17
HCP0298,REP032,2025-07-14,In-person,25
HCP0298,REP032,2025-07-28,Speaker Program,21
HCP0298,REP032,2025-08-04,Virtual,14
HCP0298,REP032,2025-08-18,In-person,20
HCP0298,REP032,2025-09-22,In-person,20
HCP0298,REP032,2025-09-29,Speaker Program,21
HCP0298,REP032,2025-10-06,In-person,21
HCP0298,REP032,2025-10-27,Virtual,9
HCP0298,REP032,2025-12-08,In-person,28
HCP0299,REP009,2025-02-24,Virtual,19
HCP0299,REP009,2025-03-17,In-person,11
HCP0299,REP009,2025-03-31,Virtual,9
HCP0299,REP009,2025-05-19,Virtual,22
HCP0299,REP009,2025-06-23,In-person,13
HCP0299,REP009,2025-08-18,Virtual,13
HCP0300,REP024,2025-03-24,Virtual,28
HCP0300,REP024,2025-03-31,In-person,15
HCP0300,REP024,2025-04-07,In-person,14
HCP0300,REP024,2025-05-19,In-person,11
HCP0300,REP024,2025-06-09,Virtual,26
HCP0300,REP024,2025-07-28,In-person,19
HCP0300,REP024,2025-08-11,Virtual,14
HCP0300,REP024,2025-08-18,In-person,14
HCP0300,REP024,2025-08-25,In-person,19
HCP0300,REP024,2025-09-01,Virtual,15
HCP0300,REP024,2025-09-22,Virtual,19
HCP0300,REP024,2025-10-27,In-person,10
HCP0300,REP024,2025-12-01,In-person,15
HCP0301,REP013,2025-02-24,In-person,15
HCP0301,REP013,2025-03-24,Speaker Program,21
HCP0301,REP013,2025-03-31,Virtual,24
HCP0301,REP013,2025-04-07,Virtual,10
HCP0301,REP013,2025-05-12,In-person,23
HCP0301,REP013,2025-05-26,Speaker Program,28
HCP0301,REP013,2025-10-06,In-person,25
HCP0301,REP013,2025-11-10,Virtual,24
HCP0301,REP013,2025-12-08,Virtual,13
HCP0301,REP013,2025-12-15,In-person,29
HCP0302,REP011,2025-02-10,Virtual,16
HCP0302,REP011,2025-02-24,In-person,25
HCP0302,REP011,2025-06-23,In-person,29
HCP0302,REP011,2025-09-22,In-person,10
HCP0303,REP023,2025-02-03,Virtual,27
HCP0303,REP023,2025-02-10,In-person,10
HCP0303,REP023,2025-02-17,In-person,10
HCP0303,REP023,2025-03-17,Speaker Program,23
HCP0303,REP023,2025-06-16,Virtual,23
HCP0303,REP023,2025-06-30,Virtual,26
HCP0303,REP023,2025-07-14,In-person,11
HCP0303,REP023,2025-07-21,In-person,16
HCP0303,REP023,2025-08-18,In-person,11
HCP0303,REP023,2025-08-25,In-person,16
HCP0303,REP023,2025-09-01,In-person,14
HCP0303,REP023,2025-09-29,In-person,25
HCP0303,REP023,2025-10-06,Virtual,12
HCP0303,REP023,2025-10-20,Virtual,10
HCP0303,REP023,2025-11-17,In-person,29
HCP0303,REP023,2025-12-15,In-person,15
HCP0303,REP023,2025-12-29,In-person,9
HCP0304,REP007,2025-01-13,In-person,20
HCP0304,REP007,2025-01-27,Virtual,15
HCP0304,REP007,2025-02-03,In-person,8
HCP0304,REP007,2025-03-24,Speaker Program,13
HCP0304,REP007,2025-04-07,In-person,27
HCP0304,REP007,2025-04-14,In-person,14
HCP0304,REP007,2025-04-28,In-person,29
HCP0304,REP007,2025-06-02,Speaker Program,8
HCP0304,REP007,2025-06-16,Virtual,29
HCP0304,REP007,2025-07-07,Virtual,9
HCP0304,REP007,2025-07-28,In-person,10
HCP0304,REP007,2025-08-11,Virtual,12
HCP0304,REP007,2025-08-18,In-person,9
HCP0304,REP007,2025-09-08,In-person,16
HCP0304,REP007,2025-09-15,Virtual,26
HCP0304,REP007,2025-09-29,In-person,27
HCP0304,REP007,2025-10-06,Virtual,14
HCP0304,REP007,2025-10-13,In-person,22
HCP0304,REP007,2025-11-03,In-person,15
HCP0304,REP007,2025-11-17,In-person,25
HCP0304,REP007,2025-12-22,Virtual,22
HCP0305,REP020,2025-02-24,In-person,9
HCP0305,REP020,2025-04-21,Virtual,12
HCP0305,REP020,2025-05-12,Virtual,17
HCP0305,REP020,2025-05-19,In-person,14
HCP0305,REP020,2025-09-08,Virtual,8
HCP0305,REP020,2025-12-15,Virtual,11
HCP0306,REP015,2025-01-13,Virtual,14
HCP0306,REP015,2025-01-20,In-person,12
HCP0306,REP015,2025-02-03,In-person,22
HCP0306,REP015,2025-02-10,Virtual,16
HCP0306,REP015,2025-02-17,In-person,27
HCP0306,REP015,2025-02-24,In-person,24
HCP0306,REP015,2025-03-03,Virtual,24
HCP0306,REP015,2025-04-14,Virtual,20
HCP0306,REP015,2025-04-28,Virtual,27
HCP0306,REP015,2025-05-05,In-person,29
HCP0306,REP015,2025-06-02,Virtual,9
HCP0306,REP015,2025-06-09,In-person,25
HCP0306,REP015,2025-07-21,In-person,15
HCP0306,REP015,2025-08-11,In-person,26
HCP0306,REP015,2025-09-08,In-person,15
HCP0306,REP015,2025-09-15,In-person,22
HCP0306,REP015,2025-09-29,In-person,21
HCP0306,REP015,2025-10-06,Virtual,15
HCP0306,REP015,2025-10-13,Virtual,26
HCP0306,REP015,2025-12-01,In-person,20
HCP0306,REP015,2025-12-08,In-person,22
HCP0307,REP003,2025-01-06,Speaker Program,16
HCP0307,REP003,2025-02-03,In-person,22
HCP0307,REP003,2025-03-24,In-person,13
HCP0307,REP003,2025-04-07,In-person,24
HCP0307,REP003,2025-08-11,In-person,15
HCP0307,REP003,2025-10-20,Virtual,26
HCP0307,REP003,2025-11-17,In-person,24
HCP0308,REP036,2025-04-07,Virtual,13
HCP0308,REP036,2025-05-26,In-person,23
HCP0308,REP036,2025-07-07,In-person,16
HCP0308,REP036,2025-09-08,Virtual,20
HCP0309,REP014,2025-01-20,Virtual,17
HCP0309,REP014,2025-02-24,In-person,22
HCP0309,REP014,2025-03-10,In-person,12
HCP0309,REP014,2025-03-31,In-person,21
HCP0309,REP014,2025-04-07,In-person,27
HCP0309,REP014,2025-04-28,In-person,19
HCP0309,REP014,2025-05-05,Virtual,20
HCP0309,REP014,2025-05-12,Virtual,29
HCP0309,REP014,2025-06-09,In-person,16
HCP0309,REP014,2025-07-07,Speaker Program,10
HCP0309,REP014,2025-07-28,In-person,24
HCP0309,REP014,2025-08-18,In-person,15
HCP0309,REP014,2025-09-08,Virtual,18
HCP0309,REP014,2025-09-22,Virtual,22
HCP0309,REP014,2025-09-29,In-person,27
HCP0309,REP014,2025-11-03,In-person,14
HCP0309,REP014,2025-11-17,Virtual,24
HCP0309,REP014,2025-12-08,Virtual,28
HCP0310,REP004,2025-01-27,In-person,9
HCP0310,REP004,2025-03-24,Virtual,11
HCP0310,REP004,2025-05-12,Speaker Program,17
HCP0310,REP004,2025-06-30,In-person,28
HCP0310,REP004,2025-07-14,In-person,20
HCP0310,REP004,2025-07-21,In-person,15
HCP0311,REP034,2025-02-17,In-person,18
HCP0311,REP034,2025-07-21,Virtual,26
HCP0311,REP034,2025-08-04,In-person,11
HCP0311,REP034,2025-09-15,In-person,29
HCP0312,REP033,2025-01-06,In-person,24
HCP0312,REP033,2025-01-20,In-person,27
HCP0312,REP033,2025-01-27,Virtual,10
HCP0312,REP033,2025-02-03,Virtual,8
HCP0312,REP033,2025-04-07,In-person,17
HCP0312,REP033,2025-05-19,Virtual,11
HCP0312,REP033,2025-06-23,In-person,23
HCP0312,REP033,2025-06-30,In-person,23
HCP0312,REP033,2025-07-21,In-person,11
HCP0312,REP033,2025-07-28,Virtual,29
HCP0312,REP033,2025-08-04,Virtual,19
HCP0312,REP033,2025-11-10,In-person,24
HCP0312,REP033,2025-12-29,In-person,27
HCP0313,REP000,2025-01-13,In-person,16
HCP0313,REP000,2025-01-27,In-person,27
HCP0313,REP000,2025-02-03,In-person,27
HCP0313,REP000,2025-02-10,Virtual,19
HCP0313,REP000,2025-02-24,In-person,23
HCP0313,REP000,2025-03-10,Virtual,8
HCP0313,REP000,2025-03-17,In-person,16
HCP0313,REP000,2025-03-31,Virtual,18
HCP0313,REP000,2025-04-07,In-person,8
HCP0313,REP000,2025-04-14,In-person,29
HCP0313,REP000,2025-04-21,In-person,18
HCP0313,REP000,2025-05-05,In-person,8
HCP0313,REP000,2025-05-12,Virtual,28
HCP0313,REP000,2025-06-16,In-person,20
HCP0313,REP000,2025-06-30,In-person,9
HCP0313,REP000,2025-07-21,In-person,10
HCP0313,REP000,2025-07-28,In-person,16
HCP0313,REP000,2025-08-11,Virtual,9
HCP0313,REP000,2025-09-15,In-person,15
HCP0313,REP000,2025-09-22,Speaker Program,11
HCP0313,REP000,2025-09-29,Virtual,26
HCP0313,REP000,2025-10-06,In-person,12
HCP0313,REP000,2025-10-13,In-person,24
HCP0313,REP000,2025-11-10,In-person,10
HCP0313,REP000,2025-11-24,Virtual,21
HCP0313,REP000,2025-12-08,Virtual,18
HCP0313,REP000,2025-12-29,In-person,9
HCP0314,REP012,2025-03-10,In-person,19
HCP0314,REP012,2025-03-17,Virtual,25
HCP0314,REP012,2025-05-12,In-person,18
HCP0314,REP012,2025-06-16,In-person,13
HCP0314,REP012,2025-07-07,In-person,18
HCP0314,REP012,2025-07-14,Virtual,11
HCP0314,REP012,2025-08-04,Virtual,12
HCP0314,REP012,2025-08-25,In-person,22
HCP0314,REP012,2025-09-01,Virtual,13
HCP0314,REP012,2025-09-22,In-person,16
HCP0314,REP012,2025-10-27,In-person,23
HCP0314,REP012,2025-12-01,In-person,24
HCP0315,REP028,2025-03-03,In-person,12
HCP0315,REP028,2025-06-16,Virtual,8
HCP0315,REP028,2025-07-07,In-person,23
HCP0316,REP027,2025-01-06,In-person,22
HCP0316,REP027,2025-02-24,Speaker Program,8
HCP0316,REP027,2025-03-31,Virtual,16
HCP0316,REP027,2025-04-21,In-person,25
HCP0316,REP027,2025-06-02,In-person,17
HCP0316,REP027,2025-06-09,In-person,21
HCP0316,REP027,2025-06-23,In-person,8
HCP0316,REP027,2025-07-21,Virtual,29
HCP0316,REP027,2025-08-11,Virtual,27
HCP0316,REP027,2025-09-08,In-person,10
HCP0316,REP027,2025-09-22,In-person,28
HCP0316,REP027,2025-10-20,In-person,28
HCP0316,REP027,2025-10-27,Virtual,15
HCP0316,REP027,2025-11-03,In-person,17
HCP0316,REP027,2025-11-10,Virtual,23
HCP0316,REP027,2025-11-17,In-person,20
HCP0316,REP027,2025-12-01,Virtual,20
HCP0317,REP037,2025-01-06,Virtual,16
HCP0317,REP037,2025-01-13,In-person,20
HCP0317,REP037,2025-02-03,Virtual,13
HCP0317,REP037,2025-02-24,In-person,11
HCP0317,REP037,2025-04-07,In-person,22
HCP0317,REP037,2025-04-28,In-person,16
HCP0317,REP037,2025-05-05,In-person,22
HCP0317,REP037,2025-05-12,Virtual,15
HCP0317,REP037,2025-05-26,In-person,11
HCP0317,REP037,2025-06-16,In-person,25
HCP0317,REP037,2025-06-23,In-person,23
HCP0317,REP037,2025-07-28,Virtual,21
HCP0317,REP037,2025-08-11,Virtual,25
HCP0317,REP037,2025-08-25,In-person,11
HCP0317,REP037,2025-09-08,In-person,24
HCP0317,REP037,2025-09-15,Virtual,28
HCP0317,REP037,2025-09-29,In-person,16
HCP0317,REP037,2025-10-20,Speaker Program,11
HCP0317,REP037,2025-10-27,In-person,19
HCP0317,REP037,2025-11-10,Virtual,14
HCP0317,REP037,2025-11-17,In-person,11
HCP0317,REP037,2025-11-24,In-person,17
HCP0317,REP037,2025-12-01,In-person,20
HCP0317,REP037,2025-12-08,Virtual,20
HCP0318,REP019,2025-02-03,In-person,11
HCP0318,REP019,2025-02-10,In-person,19
HCP0318,REP019,2025-03-03,In-person,29
HCP0318,REP019,2025-04-07,In-person,14
HCP0318,REP019,2025-05-26,In-person,26
HCP0318,REP019,2025-06-30,In-person,10
HCP0318,REP019,2025-07-14,Virtual,8
HCP0318,REP019,2025-07-21,Speaker Program,24
HCP0318,REP019,2025-08-04,In-person,27
HCP0318,REP019,2025-09-08,Virtual,16
HCP0318,REP019,2025-09-29,Virtual,13
HCP0318,REP019,2025-10-06,In-person,13
HCP0318,REP019,2025-10-20,Virtual,9
HCP0318,REP019,2025-12-01,In-person,19
HCP0318,REP019,2025-12-08,Virtual,8
HCP0318,REP019,2025-12-15,Virtual,8
HCP0318,REP019,2025-12-22,In-person,29
HCP0318,REP019,2025-12-29,Virtual,28
HCP0319,REP000,2025-01-13,Virtual,24
HCP0319,REP000,2025-01-27,In-person,26
HCP0319,REP000,2025-02-03,In-person,21
HCP0319,REP000,2025-02-17,In-person,9
HCP0319,REP000,2025-03-03,In-person,24
HCP0319,REP000,2025-03-17,In-person,15
HCP0319,REP000,2025-03-24,In-person,19
HCP0319,REP000,2025-03-31,In-person,23
HCP0319,REP000,2025-04-14,Virtual,13
HCP0319,REP000,2025-06-09,In-person,29
HCP0319,REP000,2025-06-23,Virtual,24
HCP0319,REP000,2025-07-14,Virtual,25
HCP0319,REP000,2025-07-28,In-person,14
HCP0319,REP000,2025-09-01,In-person,11
HCP0319,REP000,2025-09-08,Virtual,19
HCP0319,REP000,2025-11-17,In-person,8
HCP0319,REP000,2025-12-08,In-person,16
HCP0320,REP039,2025-01-13,Virtual,18
HCP0320,REP039,2025-02-03,In-person,22
HCP0320,REP039,2025-02-24,Speaker Program,13
HCP0320,REP039,2025-05-12,In-person,21
HCP0320,REP039,2025-06-16,In-person,28
HCP0320,REP039,2025-06-30,In-person,13
HCP0320,REP039,2025-08-11,In-person,14
HCP0320,REP039,2025-08-18,In-person,13
HCP0320,REP039,2025-08-25,In-person,15
HCP0320,REP039,2025-09-22,In-person,18
HCP0320,REP039,2025-09-29,In-person,18
HCP0320,REP039,2025-10-27,In-person,20
HCP0320,REP039,2025-11-24,In-person,9
HCP0320,REP039,2025-12-08,In-person,16
HCP0320,REP039,2025-12-15,Virtual,13
HCP0321,REP007,2025-01-13,Virtual,21
HCP0321,REP007,2025-01-20,Speaker Program,20
HCP0321,REP007,2025-02-17,Virtual,12
HCP0321,REP007,2025-03-03,In-person,29
HCP0321,REP007,2025-03-10,Virtual,28
HCP0321,REP007,2025-03-17,Virtual,15
HCP0321,REP007,2025-04-07,In-person,12
HCP0321,REP007,2025-04-14,In-person,15
HCP0321,REP007,2025-04-21,In-person,9
HCP0321,REP007,2025-05-12,In-person,20
HCP0321,REP007,2025-05-19,Speaker Program,13
HCP0321,REP007,2025-06-09,Virtual,29
HCP0321,REP007,2025-06-23,In-person,27
HCP0321,REP007,2025-06-30,In-person,23
HCP0321,REP007,2025-07-07,In-person,12
HCP0321,REP007,2025-07-14,In-person,18
HCP0321,REP007,2025-08-11,In-person,28
HCP0321,REP007,2025-08-18,In-person,11
HCP0321,REP007,2025-09-01,In-person,14
HCP0321,REP007,2025-09-29,In-person,18
HCP0321,REP007,2025-10-06,In-person,28
HCP0321,REP007,2025-10-13,Virtual,10
HCP0321,REP007,2025-10-27,In-person,28
HCP0321,REP007,2025-11-03,In-person,25
HCP0321,REP007,2025-11-24,In-person,14
HCP0321,REP007,2025-12-01,In-person,22
HCP0321,REP007,2025-12-08,Virtual,16
HCP0321,REP007,2025-12-15,In-person,18
HCP0322,REP011,2025-03-10,In-person,12
HCP0322,REP011,2025-04-21,Speaker Program,19
HCP0322,REP011,2025-06-09,In-person,27
HCP0322,REP011,2025-06-23,Virtual,25
HCP0322,REP011,2025-09-22,In-person,23
HCP0322,REP011,2025-12-01,In-person,27
HCP0322,REP011,2025-12-29,In-person,24
HCP0323,REP029,2025-01-06,Virtual,22
HCP0323,REP029,2025-01-13,Speaker Program,19
HCP0323,REP029,2025-02-03,In-person,26
HCP0323,REP029,2025-02-10,In-person,10
HCP0323,REP029,2025-03-10,In-person,15
HCP0323,REP029,2025-04-07,In-person,22
HCP0323,REP029,2025-05-05,In-person,13
HCP0323,REP029,2025-06-09,In-person,15
HCP0323,REP029,2025-06-16,In-person,15
HCP0323,REP029,2025-06-30,Virtual,22
HCP0323,REP029,2025-09-01,In-person,23
HCP0323,REP029,2025-09-08,In-person,28
HCP0323,REP029,2025-09-15,Virtual,15
HCP0323,REP029,2025-09-29,In-person,28
HCP0323,REP029,2025-10-06,In-person,25
HCP0323,REP029,2025-10-27,In-person,23
HCP0323,REP029,2025-12-01,In-person,27
HCP0323,REP029,2025-12-22,Speaker Program,16
HCP0324,REP026,2025-01-06,In-person,14
HCP0324,REP026,2025-01-13,Speaker Program,23
HCP0324,REP026,2025-01-20,In-person,15
HCP0324,REP026,2025-02-24,Virtual,21
HCP0324,REP026,2025-03-10,In-person,16
HCP0324,REP026,2025-03-31,In-person,20
HCP0324,REP026,2025-04-21,In-person,16
HCP0324,REP026,2025-05-05,In-person,29
HCP0324,REP026,2025-05-19,In-person,28
HCP0324,REP026,2025-05-26,In-person,14
HCP0324,REP026,2025-06-16,Virtual,14
HCP0324,REP026,2025-06-23,In-person,9
HCP0324,REP026,2025-06-30,Virtual,29
HCP0324,REP026,2025-08-11,In-person,14
HCP0324,REP026,2025-08-18,In-person,11
HCP0324,REP026,2025-08-25,In-person,19
HCP0324,REP026,2025-09-01,In-person,20
HCP0324,REP026,2025-09-08,In-person,11
HCP0324,REP026,2025-09-15,In-person,13
HCP0324,REP026,2025-09-22,In-person,19
HCP0324,REP026,2025-10-06,In-person,29
HCP0324,REP026,2025-10-27,In-person,13
HCP0324,REP026,2025-11-10,In-person,11
HCP0324,REP026,2025-11-17,Virtual,23
HCP0324,REP026,2025-12-15,In-person,22
HCP0325,REP005,2025-01-06,In-person,8
HCP0325,REP005,2025-01-13,In-person,21
HCP0325,REP005,2025-01-27,In-person,21
HCP0325,REP005,2025-03-03,Virtual,23
HCP0325,REP005,2025-03-17,In-person,19
HCP0325,REP005,2025-04-14,Virtual,16
HCP0325,REP005,2025-05-26,In-person,22
HCP0325,REP005,2025-07-14,In-person,25
HCP0325,REP005,2025-08-04,Virtual,26
HCP0325,REP005,2025-08-11,In-person,12
HCP0325,REP005,2025-08-18,In-person,18
HCP0325,REP005,2025-09-22,In-person,18
HCP0325,REP005,2025-09-29,In-person,18
HCP0325,REP005,2025-11-03,In-person,12
HCP0325,REP005,2025-12-15,In-person,21
HCP0325,REP005,2025-12-22,Virtual,27
HCP0325,REP005,2025-12-29,Speaker Program,21
HCP0326,REP003,2025-04-14,In-person,23
HCP0326,REP003,2025-05-19,In-person,18
HCP0326,REP003,2025-09-22,Virtual,29
HCP0327,REP022,2025-01-06,In-person,17
HCP0327,REP022,2025-01-27,In-person,11
HCP0327,REP022,2025-02-17,Virtual,29
HCP0327,REP022,2025-03-24,In-person,18
HCP0327,REP022,2025-04-07,In-person,27
HCP0327,REP022,2025-04-21,Virtual,17
HCP0327,REP022,2025-05-12,In-person,24
HCP0327,REP022,2025-07-07,Virtual,17
HCP0327,REP022,2025-07-14,In-person,15
HCP0327,REP022,2025-08-11,In-person,10
HCP0327,REP022,2025-09-08,In-person,14
HCP0327,REP022,2025-09-15,Virtual,23
HCP0327,REP022,2025-12-01,In-person,16
HCP0328,REP012,2025-01-27,Virtual,20
HCP0328,REP012,2025-02-03,In-person,14
HCP0328,REP012,2025-02-10,In-person,20
HCP0328,REP012,2025-02-24,In-person,14
HCP0328,REP012,2025-04-28,In-person,11
HCP0328,REP012,2025-05-05,Virtual,12
HCP0328,REP012,2025-05-26,In-person,26
HCP0328,REP012,2025-06-09,Virtual,28
HCP0328,REP012,2025-07-21,In-person,11
HCP0328,REP012,2025-09-08,In-person,12
HCP0328,REP012,2025-09-15,Speaker Program,11
HCP0328,REP012,2025-11-03,In-person,23
HCP0328,REP012,2025-11-10,Virtual,15
HCP0328,REP012,2025-11-24,In-person,18
HCP0329,REP028,2025-01-13,In-person,28
HCP0329,REP028,2025-01-27,In-person,18
HCP0329,REP028,2025-02-03,Virtual,22
HCP0329,REP028,2025-02-24,In-person,11
HCP0329,REP028,2025-03-17,In-person,17
HCP0329,REP028,2025-03-24,In-person,14
HCP0329,REP028,2025-03-31,In-person,13
HCP0329,REP028,2025-04-21,In-person,21
HCP0329,REP028,2025-04-28,In-person,26
HCP0329,REP028,2025-05-05,Virtual,20
HCP0329,REP028,2025-05-26,In-person,15
HCP0329,REP028,2025-06-09,Virtual,15
HCP0329,REP028,2025-06-16,In-person,13
HCP0329,REP028,2025-06-30,In-person,10
HCP0329,REP028,2025-08-11,In-person,29
HCP0329,REP028,2025-09-01,In-person,24
HCP0329,REP028,2025-10-20,In-person,24
HCP0329,REP028,2025-12-15,In-person,27
HCP0330,REP020,2025-01-06,In-person,21
HCP0330,REP020,2025-01-13,In-person,21
HCP0330,REP020,2025-02-03,In-person,16
HCP0330,REP020,2025-02-17,In-person,29
HCP0330,REP020,2025-02-24,In-person,13
HCP0330,REP020,2025-03-03,Virtual,19
HCP0330,REP020,2025-03-17,In-person,28
HCP0330,REP020,2025-04-21,In-person,22
HCP0330,REP020,2025-05-12,In-person,16
HCP0330,REP020,2025-06-02,In-person,25
HCP0330,REP020,2025-06-09,Virtual,25
HCP0330,REP020,2025-06-23,Virtual,15
HCP0330,REP020,2025-06-30,Virtual,12
HCP0330,REP020,2025-07-07,Virtual,12
HCP0330,REP020,2025-08-04,In-person,24
HCP0330,REP020,2025-08-25,In-person,14
HCP0330,REP020,2025-09-08,In-person,12
HCP0330,REP020,2025-10-06,In-person,27
HCP0330,REP020,2025-11-03,In-person,18
HCP0330,REP020,2025-11-17,In-person,13
HCP0330,REP020,2025-12-08,Virtual,21
HCP0330,REP020,2025-12-22,Virtual,12
HCP0331,REP022,2025-01-20,In-person,17
HCP0331,REP022,2025-02-03,In-person,20
HCP0331,REP022,2025-02-10,In-person,17
HCP0331,REP022,2025-03-03,Virtual,29
HCP0331,REP022,2025-03-10,Speaker Program,12
